read_name	start	end	element	mapq	strand	element_len	read_len	num_of_units	ref	ref_start	ref_end
10q_hap1	143678	145049	DUX4	60	+	1371	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	145186	145192	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	145187	145277	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	145270	148584	D4Z4_unit	60	+	3314	242304	23	D4Z4_KpnI	0	3296
10q_hap1	146987	148363	DUX4	60	+	1376	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	148500	148506	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	148501	148591	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	148584	151894	D4Z4_unit	60	+	3310	242304	23	D4Z4_KpnI	0	3296
10q_hap1	150300	151673	DUX4	60	+	1373	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	151810	151816	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	151811	151901	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	151894	155206	D4Z4_unit	60	+	3312	242304	23	D4Z4_KpnI	0	3296
10q_hap1	153608	154985	DUX4	60	+	1377	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	155122	155128	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	155123	155213	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	155206	158515	D4Z4_unit	60	+	3309	242304	23	D4Z4_KpnI	0	3296
10q_hap1	156921	158294	DUX4	60	+	1373	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	158431	158437	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	158432	158522	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	158515	161828	D4Z4_unit	60	+	3313	242304	23	D4Z4_KpnI	0	3296
10q_hap1	160231	161607	DUX4	60	+	1376	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	161744	161750	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	161745	161835	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	161828	165138	D4Z4_unit	60	+	3310	242304	23	D4Z4_KpnI	0	3296
10q_hap1	163542	164917	DUX4	60	+	1375	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	165054	165060	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	165055	165145	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	165138	168440	D4Z4_unit	60	+	3302	242304	23	D4Z4_KpnI	0	3296
10q_hap1	166844	168219	DUX4	60	+	1375	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	166917	166923	XapI	*	*	6	242304	314	*	*	*
10q_hap1	168356	168362	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	168357	168447	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	168440	171749	D4Z4_unit	60	+	3309	242304	23	D4Z4_KpnI	0	3296
10q_hap1	170153	171528	DUX4	60	+	1375	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	170226	170232	XapI	*	*	6	242304	314	*	*	*
10q_hap1	171665	171671	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	171666	171756	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	171749	175047	D4Z4_unit	60	+	3298	242304	23	D4Z4_KpnI	0	3296
10q_hap1	173448	174825	DUX4	60	+	1377	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	173521	173527	XapI	*	*	6	242304	314	*	*	*
10q_hap1	174963	174969	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	174964	175054	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	175047	178357	D4Z4_unit	60	+	3310	242304	23	D4Z4_KpnI	0	3296
10q_hap1	176761	178136	DUX4	60	+	1375	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	176834	176840	XapI	*	*	6	242304	314	*	*	*
10q_hap1	178273	178279	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	178274	178364	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	178357	181659	D4Z4_unit	60	+	3302	242304	23	D4Z4_KpnI	0	3296
10q_hap1	180063	181437	DUX4	60	+	1374	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	180136	180142	XapI	*	*	6	242304	314	*	*	*
10q_hap1	181575	181581	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	181576	181666	DUX4	22	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	181659	184961	D4Z4_unit	60	+	3302	242304	23	D4Z4_KpnI	0	3296
10q_hap1	183369	184740	DUX4	60	+	1371	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	183442	183448	XapI	*	*	6	242304	314	*	*	*
10q_hap1	184877	184883	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	184878	184968	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	184961	188267	D4Z4_unit	60	+	3306	242304	23	D4Z4_KpnI	0	3296
10q_hap1	186674	188046	DUX4	60	+	1372	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	188183	188189	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	188184	188274	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	188267	191569	D4Z4_unit	60	+	3302	242304	23	D4Z4_KpnI	0	3296
10q_hap1	189969	191348	DUX4	60	+	1379	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	191485	191491	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	191486	191576	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	191569	194857	D4Z4_unit	60	+	3288	242304	23	D4Z4_KpnI	0	3296
10q_hap1	193264	194638	DUX4	60	+	1374	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	193337	193343	XapI	*	*	6	242304	314	*	*	*
10q_hap1	194773	194779	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	194774	194864	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	194857	198159	D4Z4_unit	60	+	3302	242304	23	D4Z4_KpnI	0	3296
10q_hap1	196564	197937	DUX4	60	+	1373	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	198075	198081	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	198076	198166	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	198159	201449	D4Z4_unit	60	+	3290	242304	23	D4Z4_KpnI	0	3296
10q_hap1	199854	201228	DUX4	60	+	1374	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	201365	201371	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	201366	201456	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	201449	204753	D4Z4_unit	60	+	3304	242304	23	D4Z4_KpnI	0	3296
10q_hap1	203156	204532	DUX4	60	+	1376	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	203229	203235	XapI	*	*	6	242304	314	*	*	*
10q_hap1	204669	204675	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	204670	204760	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	204753	208059	D4Z4_unit	60	+	3306	242304	23	D4Z4_KpnI	0	3296
10q_hap1	206466	207839	DUX4	60	+	1373	242304	45	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
10q_hap1	207975	207981	BlnI	*	*	6	242304	65	*	*	*
10q_hap1	207976	208066	DUX4	49	+	90	242304	45	DUX4_mRNA_genbankAF117653.3_exon2	2	92
10q_hap1	208059	208383	D4Z4_unit	60	+	324	242304	23	D4Z4_KpnI	0	325
10q_hap1	208396	208623	pLAM	60	+	227	242304	1	pLAM	0	229
10q_hap1	208428	208624	DUX4	60	+	196	242304	45	DUX4_mRNA_genbankAF117653.3_exon3	0	198
10q_hap1	208587	208598	PAS_10qA	*	*	11	242304	1	*	*	*
4q_hap2	106418	112010	beta_sat	NA	+	5592	132926	1	beta	*	*
10q_hap1	209071	214985	beta_sat	NA	+	5914	242304	2	beta	0	1380
10q_hap2	146096	151548	beta_sat	NA	+	5452	179411	3	beta	0	3296
10q_hap2	145615	146031	beta_sat	NA	+	416	179411	4	beta	0	3296
4q_hap1	195499	199690	Telomere	NA	+	4191	199703	4	D4Z4_KpnI	0	3296
