read_name	start	end	element	mapq	strand	element_len	read_len	num_of_units	ref	ref_start	ref_end
ccd1c42d-361e-4802-bb1b-2349d16d2992	32859	34441	D4Z4_unit	60	-	1582	153482	15	D4Z4_KpnI	1683	3296
ccd1c42d-361e-4802-bb1b-2349d16d2992	33073	34429	DUX4	60	-	1356	153482	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1367
50e93079-59cf-46f7-ae82-6585f5fdcbb4	26	599	D4Z4_unit	60	+	573	705	1	D4Z4_KpnI	323	895
d4158e50-ecfa-4017-aaf7-277ad81552af	24	896	D4Z4_unit	60	-	872	907	1	D4Z4_KpnI	2004	2882
d4158e50-ecfa-4017-aaf7-277ad81552af	23	895	DUX4	60	-	872	907	1	DUX4_mRNA_genbankAF117653.3_exon1	310	1188
8837bb14-9099-49f3-bccb-1ea4e824987d	27	1212	D4Z4_unit	60	+	1185	11754	4	D4Z4_KpnI	2091	3296
8837bb14-9099-49f3-bccb-1ea4e824987d	28	987	DUX4	60	+	959	11754	7	DUX4_mRNA_genbankAF117653.3_exon1	397	1380
8837bb14-9099-49f3-bccb-1ea4e824987d	1126	1132	BlnI	*	*	6	11754	3	*	*	*
8837bb14-9099-49f3-bccb-1ea4e824987d	1127	1219	DUX4	46	+	92	11754	7	DUX4_mRNA_genbankAF117653.3_exon2	2	92
8837bb14-9099-49f3-bccb-1ea4e824987d	1212	4514	D4Z4_unit	60	+	3302	11754	4	D4Z4_KpnI	0	3296
8837bb14-9099-49f3-bccb-1ea4e824987d	2916	4289	DUX4	60	+	1373	11754	7	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8837bb14-9099-49f3-bccb-1ea4e824987d	4429	4435	BlnI	*	*	6	11754	3	*	*	*
8837bb14-9099-49f3-bccb-1ea4e824987d	4430	4521	DUX4	9	+	91	11754	7	DUX4_mRNA_genbankAF117653.3_exon2	2	92
8837bb14-9099-49f3-bccb-1ea4e824987d	4514	7830	D4Z4_unit	60	+	3316	11754	4	D4Z4_KpnI	0	3296
8837bb14-9099-49f3-bccb-1ea4e824987d	6233	7609	DUX4	60	+	1376	11754	7	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8837bb14-9099-49f3-bccb-1ea4e824987d	7749	7755	BlnI	*	*	6	11754	3	*	*	*
8837bb14-9099-49f3-bccb-1ea4e824987d	7750	7832	DUX4	32	+	82	11754	7	DUX4_mRNA_genbankAF117653.3_exon2	2	87
8837bb14-9099-49f3-bccb-1ea4e824987d	7841	10779	D4Z4_unit	60	+	2938	11754	4	D4Z4_KpnI	12	2956
8837bb14-9099-49f3-bccb-1ea4e824987d	9528	10780	DUX4	60	+	1252	11754	7	DUX4_mRNA_genbankAF117653.3_exon1	0	1262
1dcab93a-1e6d-4673-a6de-c3524d1fe7d0	2214	3791	D4Z4_unit	60	-	1577	3989	2	D4Z4_KpnI	1679	3296
1dcab93a-1e6d-4673-a6de-c3524d1fe7d0	2431	3775	DUX4	60	-	1344	3989	3	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
1dcab93a-1e6d-4673-a6de-c3524d1fe7d0	460	466	XapI	*	*	6	3989	2	*	*	*
1dcab93a-1e6d-4673-a6de-c3524d1fe7d0	2207	2294	DUX4	44	-	87	3989	3	DUX4_mRNA_genbankAF117653.3_exon2	4	92
1dcab93a-1e6d-4673-a6de-c3524d1fe7d0	23	2214	D4Z4_unit	60	-	2191	3989	2	D4Z4_KpnI	0	2210
1dcab93a-1e6d-4673-a6de-c3524d1fe7d0	22	536	DUX4	60	-	514	3989	3	DUX4_mRNA_genbankAF117653.3_exon1	0	516
1dcab93a-1e6d-4673-a6de-c3524d1fe7d0	3700	3706	XapI	*	*	6	3989	2	*	*	*
be5acff5-f185-47d6-aa30-f6e910270c70	875	1789	D4Z4_unit	60	-	914	1790	2	D4Z4_KpnI	2367	3296
be5acff5-f185-47d6-aa30-f6e910270c70	1096	1788	DUX4	60	-	692	1790	2	DUX4_mRNA_genbankAF117653.3_exon1	673	1380
be5acff5-f185-47d6-aa30-f6e910270c70	869	958	DUX4	21	-	89	1790	2	DUX4_mRNA_genbankAF117653.3_exon2	2	92
be5acff5-f185-47d6-aa30-f6e910270c70	20	876	D4Z4_unit	60	-	856	1790	2	D4Z4_KpnI	0	851
be5acff5-f185-47d6-aa30-f6e910270c70	955	961	BlnI	*	*	6	1790	1	*	*	*
006013b5-7e6c-448d-a752-e468bcd1859f	86074	87642	D4Z4_unit	60	-	1568	90226	1	D4Z4_KpnI	1680	3296
006013b5-7e6c-448d-a752-e468bcd1859f	86277	87627	DUX4	60	-	1350	90226	1	DUX4_mRNA_genbankAF117653.3_exon1	0	1367
006013b5-7e6c-448d-a752-e468bcd1859f	87550	87556	XapI	*	*	6	90226	207	*	*	*
9706d884-4505-4b71-a823-6e00c9b3910a	1947	1953	BlnI	*	*	6	15013	4	*	*	*
9706d884-4505-4b71-a823-6e00c9b3910a	8442	11611	D4Z4_unit	60	-	3169	15013	4	D4Z4_KpnI	123	3296
9706d884-4505-4b71-a823-6e00c9b3910a	8664	10023	DUX4	60	-	1359	15013	6	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
9706d884-4505-4b71-a823-6e00c9b3910a	5250	5256	BlnI	*	*	6	15013	4	*	*	*
9706d884-4505-4b71-a823-6e00c9b3910a	8435	8525	DUX4	49	-	90	15013	6	DUX4_mRNA_genbankAF117653.3_exon2	2	92
9706d884-4505-4b71-a823-6e00c9b3910a	5171	8442	D4Z4_unit	60	-	3271	15013	4	D4Z4_KpnI	0	3296
9706d884-4505-4b71-a823-6e00c9b3910a	5387	6747	DUX4	60	-	1360	15013	6	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
9706d884-4505-4b71-a823-6e00c9b3910a	8522	8528	BlnI	*	*	6	15013	4	*	*	*
9706d884-4505-4b71-a823-6e00c9b3910a	1865	5171	D4Z4_unit	60	-	3306	15013	4	D4Z4_KpnI	0	3296
9706d884-4505-4b71-a823-6e00c9b3910a	2086	3454	DUX4	60	-	1368	15013	6	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
9706d884-4505-4b71-a823-6e00c9b3910a	1858	1950	DUX4	30	-	92	15013	6	DUX4_mRNA_genbankAF117653.3_exon2	2	92
9706d884-4505-4b71-a823-6e00c9b3910a	24	1865	D4Z4_unit	60	-	1841	15013	4	D4Z4_KpnI	0	1837
9706d884-4505-4b71-a823-6e00c9b3910a	23	165	DUX4	25	-	142	15013	6	DUX4_mRNA_genbankAF117653.3_exon1	0	143
7ee32a01-9e6b-4de1-9604-9e3830b5c10b	22	1406	D4Z4_unit	60	+	1384	1406	1	D4Z4_KpnI	1008	2381
7ee32a01-9e6b-4de1-9604-9e3830b5c10b	711	1407	DUX4	60	+	696	1406	1	DUX4_mRNA_genbankAF117653.3_exon1	0	687
8f29e34e-0d7f-477b-84eb-1270f702ce30	165605	171449	B_specific	60	-	5844	198845	1	4qB_down	0	5852
8f29e34e-0d7f-477b-84eb-1270f702ce30	81161	81167	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	80692	82264	D4Z4_unit	60	-	1572	198845	16	D4Z4_KpnI	1680	3296
8f29e34e-0d7f-477b-84eb-1270f702ce30	80895	82249	DUX4	60	-	1354	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1367
8f29e34e-0d7f-477b-84eb-1270f702ce30	123617	124426	p13E-11	60	+	809	198845	1	p13E11	0	814
8f29e34e-0d7f-477b-84eb-1270f702ce30	124540	125459	D4Z4_unit	60	+	919	198845	16	D4Z4_KpnI	2380	3296
8f29e34e-0d7f-477b-84eb-1270f702ce30	124541	125238	DUX4	60	+	697	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	686	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	125392	125461	DUX4	21	+	69	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	19	87
8f29e34e-0d7f-477b-84eb-1270f702ce30	125467	128747	D4Z4_unit	60	+	3280	198845	16	D4Z4_KpnI	5	3277
8f29e34e-0d7f-477b-84eb-1270f702ce30	127168	128546	DUX4	60	+	1378	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	127248	127254	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	128684	128748	DUX4	17	+	64	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	4	67
8f29e34e-0d7f-477b-84eb-1270f702ce30	128762	132025	D4Z4_unit	60	+	3263	198845	16	D4Z4_KpnI	0	3296
8f29e34e-0d7f-477b-84eb-1270f702ce30	130434	131807	DUX4	60	+	1373	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	130508	130514	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	131939	132030	DUX4	51	+	91	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	0	90
8f29e34e-0d7f-477b-84eb-1270f702ce30	132025	135323	D4Z4_unit	60	+	3298	198845	16	D4Z4_KpnI	0	3296
8f29e34e-0d7f-477b-84eb-1270f702ce30	133732	135101	DUX4	60	+	1369	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	133805	133811	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	135237	135330	DUX4	39	+	93	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	0	92
8f29e34e-0d7f-477b-84eb-1270f702ce30	135323	138621	D4Z4_unit	60	+	3298	198845	16	D4Z4_KpnI	0	3296
8f29e34e-0d7f-477b-84eb-1270f702ce30	137006	138389	DUX4	60	+	1383	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	137076	137082	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	138275	138281	BlnI	*	*	6	198845	37	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	138530	138628	DUX4	10	+	98	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	0	92
8f29e34e-0d7f-477b-84eb-1270f702ce30	138621	141905	D4Z4_unit	60	+	3284	198845	16	D4Z4_KpnI	0	3277
8f29e34e-0d7f-477b-84eb-1270f702ce30	140368	141691	DUX4	60	+	1323	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	35	1370
8f29e34e-0d7f-477b-84eb-1270f702ce30	140407	140413	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	141839	141906	DUX4	30	+	67	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	0	67
8f29e34e-0d7f-477b-84eb-1270f702ce30	141927	145233	D4Z4_unit	60	+	3306	198845	16	D4Z4_KpnI	8	3296
8f29e34e-0d7f-477b-84eb-1270f702ce30	143619	145000	DUX4	60	+	1381	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	143692	143698	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	145146	145240	DUX4	9	+	94	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	0	92
8f29e34e-0d7f-477b-84eb-1270f702ce30	145233	147567	D4Z4_unit	0	+	2334	198845	16	D4Z4_KpnI	0	2326
8f29e34e-0d7f-477b-84eb-1270f702ce30	146531	146537	BlnI	*	*	6	198845	37	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	146946	148298	DUX4	60	+	1352	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	147020	147026	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	148465	148553	DUX4	60	+	88	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	4	92
8f29e34e-0d7f-477b-84eb-1270f702ce30	148546	151866	D4Z4_unit	60	+	3320	198845	16	D4Z4_KpnI	0	3296
8f29e34e-0d7f-477b-84eb-1270f702ce30	150266	151652	DUX4	60	+	1386	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	150340	150346	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	151781	151873	DUX4	31	+	92	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	0	92
8f29e34e-0d7f-477b-84eb-1270f702ce30	151866	155152	D4Z4_unit	60	+	3286	198845	16	D4Z4_KpnI	0	3296
8f29e34e-0d7f-477b-84eb-1270f702ce30	153590	154922	DUX4	60	+	1332	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1364
8f29e34e-0d7f-477b-84eb-1270f702ce30	153665	153671	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	155066	155159	DUX4	14	+	93	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	0	92
8f29e34e-0d7f-477b-84eb-1270f702ce30	155152	158335	D4Z4_unit	1	+	3183	198845	16	D4Z4_KpnI	0	3283
8f29e34e-0d7f-477b-84eb-1270f702ce30	156836	158139	DUX4	60	+	1303	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	5	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	158270	158336	DUX4	13	+	66	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	4	73
8f29e34e-0d7f-477b-84eb-1270f702ce30	158358	161595	D4Z4_unit	60	+	3237	198845	16	D4Z4_KpnI	5	3294
8f29e34e-0d7f-477b-84eb-1270f702ce30	160017	161373	DUX4	60	+	1356	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	160092	160098	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	161514	161604	DUX4	14	+	90	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	4	92
8f29e34e-0d7f-477b-84eb-1270f702ce30	161597	164865	D4Z4_unit	60	+	3268	198845	16	D4Z4_KpnI	0	3296
8f29e34e-0d7f-477b-84eb-1270f702ce30	162749	162755	BlnI	*	*	6	198845	37	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	163273	164641	DUX4	60	+	1368	198845	27	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
8f29e34e-0d7f-477b-84eb-1270f702ce30	163348	163354	XapI	*	*	6	198845	397	*	*	*
8f29e34e-0d7f-477b-84eb-1270f702ce30	164780	164872	DUX4	60	+	92	198845	27	DUX4_mRNA_genbankAF117653.3_exon2	0	92
8f29e34e-0d7f-477b-84eb-1270f702ce30	164865	165604	D4Z4_unit	60	+	739	198845	16	D4Z4_KpnI	0	750
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	47	53	BlnI	*	*	6	11000	5	*	*	*
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	3315	3321	BlnI	*	*	6	11000	5	*	*	*
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	3234	5821	D4Z4_unit	60	-	2587	11000	4	D4Z4_KpnI	690	3296
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	5901	8122	D4Z4_unit	60	+	2221	11000	4	D4Z4_KpnI	813	3293
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	3452	4812	DUX4	60	-	1360	11000	5	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	6710	7895	DUX4	60	+	1185	11000	5	DUX4_mRNA_genbankAF117653.3_exon1	0	1340
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	3227	3318	DUX4	35	-	91	11000	5	DUX4_mRNA_genbankAF117653.3_exon2	2	92
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	31	3234	D4Z4_unit	60	-	3203	11000	4	D4Z4_KpnI	0	3210
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	8045	8051	BlnI	*	*	6	11000	5	*	*	*
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	8051	8057	BlnI	*	*	6	11000	5	*	*	*
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	8126	10990	D4Z4_unit	60	+	2864	11000	4	D4Z4_KpnI	2	3216
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	9175	9181	BlnI	*	*	6	11000	5	*	*	*
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	165	1540	DUX4	60	-	1375	11000	5	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
22832b72-c7a1-42a9-83b2-ac6c1d8bfc83	9492	10851	DUX4	60	+	1359	11000	5	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
59b8ac79-e618-4552-824e-d6730445be61	29	1215	D4Z4_unit	60	+	1186	1215	1	D4Z4_KpnI	131	1325
5e176756-6d4b-4a4d-9dc2-f91726466e2f	24	1786	D4Z4_unit	60	+	1762	28929	10	D4Z4_KpnI	1524	3296
5e176756-6d4b-4a4d-9dc2-f91726466e2f	198	1558	DUX4	60	+	1360	28929	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1376
5e176756-6d4b-4a4d-9dc2-f91726466e2f	1702	1708	BlnI	*	*	6	28929	9	*	*	*
5e176756-6d4b-4a4d-9dc2-f91726466e2f	1703	1793	DUX4	49	+	90	28929	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
5e176756-6d4b-4a4d-9dc2-f91726466e2f	1786	5087	D4Z4_unit	60	+	3301	28929	10	D4Z4_KpnI	0	3296
5e176756-6d4b-4a4d-9dc2-f91726466e2f	3492	4863	DUX4	60	+	1371	28929	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1376
5e176756-6d4b-4a4d-9dc2-f91726466e2f	5003	5009	BlnI	*	*	6	28929	9	*	*	*
5e176756-6d4b-4a4d-9dc2-f91726466e2f	5004	5094	DUX4	49	+	90	28929	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
5e176756-6d4b-4a4d-9dc2-f91726466e2f	5087	8395	D4Z4_unit	60	+	3308	28929	10	D4Z4_KpnI	0	3296
5e176756-6d4b-4a4d-9dc2-f91726466e2f	6795	8171	DUX4	60	+	1376	28929	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
5e176756-6d4b-4a4d-9dc2-f91726466e2f	8313	8402	DUX4	46	+	89	28929	18	DUX4_mRNA_genbankAF117653.3_exon2	5	92
5e176756-6d4b-4a4d-9dc2-f91726466e2f	8395	11705	D4Z4_unit	60	+	3310	28929	10	D4Z4_KpnI	0	3296
5e176756-6d4b-4a4d-9dc2-f91726466e2f	10105	11481	DUX4	60	+	1376	28929	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
5e176756-6d4b-4a4d-9dc2-f91726466e2f	11619	11625	BlnI	*	*	6	28929	9	*	*	*
5e176756-6d4b-4a4d-9dc2-f91726466e2f	11620	11712	DUX4	27	+	92	28929	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
5e176756-6d4b-4a4d-9dc2-f91726466e2f	11705	15020	D4Z4_unit	60	+	3315	28929	10	D4Z4_KpnI	0	3296
5e176756-6d4b-4a4d-9dc2-f91726466e2f	13426	14796	DUX4	60	+	1370	28929	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
5e176756-6d4b-4a4d-9dc2-f91726466e2f	14934	14940	BlnI	*	*	6	28929	9	*	*	*
5e176756-6d4b-4a4d-9dc2-f91726466e2f	14935	15027	DUX4	44	+	92	28929	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
5e176756-6d4b-4a4d-9dc2-f91726466e2f	15020	18316	D4Z4_unit	60	+	3296	28929	10	D4Z4_KpnI	0	3296
5e176756-6d4b-4a4d-9dc2-f91726466e2f	15443	15449	BlnI	*	*	6	28929	9	*	*	*
5e176756-6d4b-4a4d-9dc2-f91726466e2f	16725	18091	DUX4	60	+	1366	28929	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
5e176756-6d4b-4a4d-9dc2-f91726466e2f	18231	18237	BlnI	*	*	6	28929	9	*	*	*
5e176756-6d4b-4a4d-9dc2-f91726466e2f	18232	18323	DUX4	27	+	91	28929	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
5e176756-6d4b-4a4d-9dc2-f91726466e2f	18316	21614	D4Z4_unit	60	+	3298	28929	10	D4Z4_KpnI	0	3296
5e176756-6d4b-4a4d-9dc2-f91726466e2f	20017	21395	DUX4	60	+	1378	28929	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
5e176756-6d4b-4a4d-9dc2-f91726466e2f	21531	21537	BlnI	*	*	6	28929	9	*	*	*
5e176756-6d4b-4a4d-9dc2-f91726466e2f	21532	21621	DUX4	22	+	89	28929	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
5e176756-6d4b-4a4d-9dc2-f91726466e2f	21614	24926	D4Z4_unit	60	+	3312	28929	10	D4Z4_KpnI	0	3296
5e176756-6d4b-4a4d-9dc2-f91726466e2f	23331	24709	DUX4	60	+	1378	28929	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
5e176756-6d4b-4a4d-9dc2-f91726466e2f	24846	24852	BlnI	*	*	6	28929	9	*	*	*
5e176756-6d4b-4a4d-9dc2-f91726466e2f	24847	24933	DUX4	16	+	86	28929	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
5e176756-6d4b-4a4d-9dc2-f91726466e2f	24926	28238	D4Z4_unit	60	+	3312	28929	10	D4Z4_KpnI	0	3296
5e176756-6d4b-4a4d-9dc2-f91726466e2f	26640	28018	DUX4	60	+	1378	28929	18	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
5e176756-6d4b-4a4d-9dc2-f91726466e2f	28154	28160	BlnI	*	*	6	28929	9	*	*	*
5e176756-6d4b-4a4d-9dc2-f91726466e2f	28155	28245	DUX4	49	+	90	28929	18	DUX4_mRNA_genbankAF117653.3_exon2	2	92
5e176756-6d4b-4a4d-9dc2-f91726466e2f	28238	28928	D4Z4_unit	60	+	690	28929	10	D4Z4_KpnI	0	680
ed2a7275-e0b2-4661-afea-6e06c759adbc	719	2247	D4Z4_unit	60	-	1528	2254	2	D4Z4_KpnI	1750	3296
ed2a7275-e0b2-4661-afea-6e06c759adbc	935	2246	DUX4	60	-	1311	2254	2	DUX4_mRNA_genbankAF117653.3_exon1	56	1380
ed2a7275-e0b2-4661-afea-6e06c759adbc	712	802	DUX4	10	-	90	2254	2	DUX4_mRNA_genbankAF117653.3_exon2	0	92
ed2a7275-e0b2-4661-afea-6e06c759adbc	19	714	D4Z4_unit	60	-	695	2254	2	D4Z4_KpnI	9	709
ed2a7275-e0b2-4661-afea-6e06c759adbc	2225	2231	XapI	*	*	6	2254	1	*	*	*
cde6045d-0fac-4ce7-8b67-670b3159fd1c	1298	3512	D4Z4_unit	60	-	2214	3527	2	D4Z4_KpnI	1039	3293
cde6045d-0fac-4ce7-8b67-670b3159fd1c	1511	2862	DUX4	60	-	1351	3527	2	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
cde6045d-0fac-4ce7-8b67-670b3159fd1c	1380	1386	BlnI	*	*	6	3527	2	*	*	*
cde6045d-0fac-4ce7-8b67-670b3159fd1c	1288	1383	DUX4	6	-	95	3527	2	DUX4_mRNA_genbankAF117653.3_exon2	2	92
cde6045d-0fac-4ce7-8b67-670b3159fd1c	965	1295	D4Z4_unit	60	-	330	3527	2	D4Z4_KpnI	0	330
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	20143	20965	p13E-11	60	+	822	102550	1	p13E11	0	820
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	21075	21977	D4Z4_unit	60	+	902	102550	14	D4Z4_KpnI	2380	3296
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	21076	21761	DUX4	60	+	685	102550	23	DUX4_mRNA_genbankAF117653.3_exon1	686	1380
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	21895	21984	DUX4	33	+	89	102550	23	DUX4_mRNA_genbankAF117653.3_exon2	0	92
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	21977	25274	D4Z4_unit	60	+	3297	102550	14	D4Z4_KpnI	0	3296
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	23667	25045	DUX4	60	+	1378	102550	23	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	23740	23746	XapI	*	*	6	102550	106	*	*	*
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	23858	23864	XapI	*	*	6	102550	106	*	*	*
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	25184	25190	BlnI	*	*	6	102550	10	*	*	*
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	25189	25281	DUX4	47	+	92	102550	23	DUX4_mRNA_genbankAF117653.3_exon2	0	92
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	25274	28546	D4Z4_unit	60	+	3272	102550	14	D4Z4_KpnI	0	3296
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	26953	28325	DUX4	60	+	1372	102550	23	DUX4_mRNA_genbankAF117653.3_exon1	0	1376
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	27026	27032	XapI	*	*	6	102550	106	*	*	*
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	28464	28553	DUX4	8	+	89	102550	23	DUX4_mRNA_genbankAF117653.3_exon2	0	92
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	28546	31863	D4Z4_unit	60	+	3317	102550	14	D4Z4_KpnI	0	3296
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	30280	31650	DUX4	60	+	1370	102550	23	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	30353	30359	XapI	*	*	6	102550	106	*	*	*
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	31784	31870	DUX4	56	+	86	102550	23	DUX4_mRNA_genbankAF117653.3_exon2	4	92
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	31863	35148	D4Z4_unit	60	+	3285	102550	14	D4Z4_KpnI	0	3296
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	33561	34924	DUX4	60	+	1363	102550	23	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	33634	33640	XapI	*	*	6	102550	106	*	*	*
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	62272	68111	B_specific	60	-	5839	102550	1	4qB_down	0	5852
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	35148	38464	D4Z4_unit	60	+	3316	102550	14	D4Z4_KpnI	0	3296
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	36859	38239	DUX4	60	+	1380	102550	23	DUX4_mRNA_genbankAF117653.3_exon1	2	1380
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	36930	36936	XapI	*	*	6	102550	106	*	*	*
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	38378	38471	DUX4	49	+	93	102550	23	DUX4_mRNA_genbankAF117653.3_exon2	0	92
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	38464	41761	D4Z4_unit	60	+	3297	102550	14	D4Z4_KpnI	0	3296
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	40158	41539	DUX4	60	+	1381	102550	23	DUX4_mRNA_genbankAF117653.3_exon1	0	1380
090f9e18-988f-4b61-8378-3eb4b1ed8dd9	40231	40237	XapI	*	*	6	102550	106	*	*	*
